@relation datau

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric

@data
7,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,1,2,0,0,0,1,0,0,15,0,0,1,0,3,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
0,11,0,3,0,57,0,0,0,0,0,3,0,0,13,0,2,0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0,55,0,17,6,0,7
0,9,0,18,0,26,0,0,1,0,0,3,0,0,10,1,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,12,2,4,11,0,7
0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,17,0,0,10,0,0,7,0,0,1,1,1,0,1
2,0,1,0,0,0,1,4,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,18,0,1,0,0,6,0,0,1,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1,19,0,7
32,0,7,1,0,1,1,3,0,0,0,6,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,0,6
1,23,0,36,0,57,1,0,13,0,0,6,0,0,52,0,7,0,0,11,0,0,1,0,0,1,0,0,13,0,0,0,0,28,5,37,41,0,9
2,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,2,0,0,10,0,0,1,1,5,0,1
0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,10
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,1,0,0,4
0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,7
0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,9,10
10,0,2,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,12
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
23,0,1,0,0,0,4,8,0,0,9,1,0,0,0,0,0,2,1,0,2,3,0,0,0,0,3,17,0,0,0,0,0,0,0,0,1,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,15
2,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10,0,2,0,0,0,18,2,0,0,5,2,1,0,0,0,0,3,0,0,21,1,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,3
6,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,11
0,4,0,1,0,7,0,0,0,0,0,0,0,0,6,0,4,0,0,2,0,0,0,0,0,2,0,0,9,0,0,0,0,23,3,4,0,0,7
0,0,0,0,0,6,0,0,0,0,0,0,0,0,31,0,1,6,0,2,1,0,0,0,0,2,0,0,2,0,0,0,0,4,0,2,1,0,0
17,2,1,0,0,0,2,1,0,0,0,3,1,0,3,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,15,2,0,0,0,0,13
0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
4,0,1,0,0,2,12,0,0,0,5,1,0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,46,4
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,3,0,0,14
0,3,0,20,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,8,2,11,5,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16
0,19,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,2,0,0,0,16
5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
1,0,3,0,0,0,2,4,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,15
0,4,0,1,4,0,0,0,0,3,0,0,0,0,4,7,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,3,1,3,0,0,10
5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,1,0,4,0,5,0,0,0,0,0,0,0,0,5,0,46,0,0,1,0,6,0,0,0,0,0,0,69,0,0,0,0,0,48,1,1,0,7
5,0,1,0,0,0,1,6,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,3
19,0,1,0,0,0,23,8,0,0,10,1,0,0,0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
11,0,1,0,0,0,13,4,0,0,11,1,1,0,0,0,0,1,1,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
19,0,6,3,0,2,0,0,0,0,0,1,0,0,6,0,0,3,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,6
26,0,1,0,0,0,26,5,0,0,4,1,0,0,0,0,0,10,1,0,30,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
0,4,0,0,0,10,0,0,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10
0,5,0,13,0,21,0,0,74,0,0,0,0,2,2,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,39,10,0,7
5,0,4,0,0,1,3,4,0,0,2,2,1,0,1,0,0,1,0,0,6,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,14,4
7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
9,0,4,1,0,3,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,49,0,0,6,0,0,0,0,5,0,0,5,0,0,11,0,6
20,0,6,0,0,0,29,8,0,0,4,2,0,0,0,0,0,3,1,0,29,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,5,0,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,13,0,7,0,13,0,0,7,0,0,0,0,10,21,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,19,0,0,7
0,152,0,1,0,57,8,0,12,0,8,2,0,65,13,0,0,0,1,0,2,0,0,0,0,1,3,0,1,0,0,0,0,0,2,21,62,0,7
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,24,4
3,0,1,0,0,0,2,3,0,0,4,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,3
0,7,0,3,0,7,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,5,0,3,2,2,4,0,7
0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,10
5,0,1,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,11
0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,3,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,3,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,0,0,5,0,0,2,0,0,0,0,1,0,1
0,1,0,1,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,8
0,10,0,16,0,62,1,0,3,0,0,5,0,2,20,0,0,0,0,22,0,7,2,0,0,0,0,0,1,0,0,0,0,53,3,22,8,0,7
0,10,0,11,0,14,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,10,3,0,7
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,10
0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,1,0,0,9,1,0,0,0,0,1,0,2,0,7
0,1,0,2,0,12,0,0,21,0,0,0,0,0,7,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,7
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
0,11,0,0,0,10,0,0,1,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,1,0,0,7
0,9,0,32,0,24,0,0,1,0,0,0,0,1,21,1,13,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,6,6,13,37,0,7
0,40,0,61,0,26,0,0,0,0,0,2,0,13,9,1,29,0,0,10,0,2,1,0,0,1,0,0,28,1,0,0,0,46,19,86,88,0,7
4,0,2,0,0,1,9,8,0,0,5,2,1,0,0,0,0,0,0,0,12,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,8,0,0,8,0,0,0,0,0,0,1
0,7,0,4,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7
3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
0,0,0,10,0,6,0,0,5,0,0,2,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,9,3,0,7
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,1,0,0,2,0,0,0,0,0,1,14
0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0
2,0,1,0,0,0,3,4,0,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,1,0,10
3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,8,0,2,0,2,18,0,1
2,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,6
5,0,1,0,0,0,6,2,0,0,4,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5,0,1,0,0,0,4,3,0,0,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,11
0,7,0,1,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,4,0,7
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,6,0,0,14,0,0,2,0,0,0,0,3,0,1
24,0,2,0,0,0,43,7,0,0,16,2,0,1,1,0,0,2,1,7,59,0,0,0,0,3,0,1,2,0,0,2,0,1,0,1,9,0,3
0,4,0,0,0,10,3,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,7
11,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,12,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12
0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,6,0,0,0,0,18,0,0,1,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,10
6,0,1,0,0,0,3,4,0,0,6,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,1,0,0,4,0,0,0,0,0,0,6
0,3,0,0,0,3,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,1,0,0,6,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,8
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
0,17,0,1,0,6,0,0,0,0,0,0,0,0,3,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,0,7
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2
2,0,1,0,0,0,5,3,0,0,1,1,2,0,0,0,0,0,0,0,4,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,3
12,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5,0,2,0,0,0,6,1,0,0,2,1,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0
12,0,1,0,0,0,2,14,0,0,7,1,1,0,0,0,0,0,1,0,3,1,0,0,0,0,3,31,0,0,0,0,0,0,0,0,1,0,11
1,6,0,9,0,71,0,0,0,1,0,16,0,1,46,0,12,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,37,9,21,1,0,7
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,52,0,32,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,2,0,0,1,0,0,0,0,55,0,16,39,0,14
0,0,0,0,0,14,0,0,1,0,0,0,0,1,15,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,48,0,0,24,0,7,10,4,8
0,0,0,4,0,2,0,0,27,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7
0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,1,10
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,5,0,2,3,0,7
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16
0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,3,0,7
0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
7,0,1,0,0,0,3,4,0,0,3,1,0,0,0,0,1,0,1,0,3,1,0,0,0,3,3,11,0,0,0,8,0,0,1,0,0,0,3
0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,77,0,0,0,21,0,0,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,7,7,0,7
14,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15
0,5,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,7
7,0,4,0,0,8,0,4,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,1,0,3,0,3,0,1,0,0,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,0,0,0,0,0,0,0,11,0,0,0,0,15,0,1,0,0,0,1,0,0,12
0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,5,0,0,1,0,0,3,0,2,6,0,0,0,1
0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15,0,0,14,0,0,9,0,0,0,0,1,0,1
0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
11,0,2,0,0,1,12,18,0,0,1,2,0,0,1,0,0,0,1,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3
13,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6
39,0,1,0,0,0,11,3,0,0,5,1,0,0,0,0,0,5,1,0,9,0,0,0,0,22,0,0,0,0,0,4,0,0,0,1,1,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,1,12,0,0,0,0,0,0,0,17,0,0,0,0,17,13
2,0,1,0,0,3,15,4,0,0,3,1,1,0,1,0,1,0,1,0,14,1,0,0,0,12,0,6,5,0,0,5,0,0,1,0,0,0,11
5,0,1,0,0,0,6,3,0,0,2,1,0,0,0,0,1,1,1,0,7,0,0,0,0,5,4,1,1,0,0,1,0,0,1,0,0,0,3
6,0,0,0,0,0,34,0,0,0,13,0,0,1,0,0,0,6,1,0,34,0,0,0,0,6,6,1,0,0,0,1,0,0,0,0,3,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,12
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,10,0,0,2,0,0,2,0,1,1,3,3,1,7
6,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,11
0,0,0,14,0,0,22,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,7
0,2,0,5,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,5,0,0,6,0,0,6,0,9,0,9,4,0,14
0,1,0,1,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
